plataforma;link_anuncio;titulo;preco;vendedor;avaliacao_nota;avaliacao_numero;descricao;marca;modelo;cor;tipo_cartucho;originalidade;rendimento_paginas;impressoras_compativeis;volume_ml_ou_peso_g;estado_produto;nota_qualidade;justificativa_qualidade;seller_trust_level;preco_medio_categoria;desvio_preco_media_categoria;label_heuristico_calculado
magalu;https://www.magazineluiza.com.br/kit-5-refil-de-tintas-gt52-gt51-53-compativel-para-impressora-hp-serie-300-bulk-ink-do-brasil/p/ej5bj9a12j/in/gfdt/;kit 5 Refil de Tintas GT52 GT51/53 Compatível para impressora HP Serie 300 - BULK INK DO BRASIL;55,79;Magazine Luiza;4,9;140,0;"A Tinta ideal para suas impressões de alta qualidade! Desenvolvida para oferecer o máximo em desempenho e durabilidade, a tinta GT53/GT52 é a escolha perfeita para quem busca impressões nítidas e vibrantes. Seja para trabalhos, estudos ou projetos pessoais, essa tinta garante resultados profissionais. Especificações Técnicas: • Compatibilidade: Projetada para ser utilizada em impressoras com sistema de tanques de tinta, garantindo um encaixe perfeito e funcionamento otimizado. • Modelos: Series Ink tank, ink tank wireless, Smart tank, Deskjet GT5800, 5810, 5820, 100, 300, 400, 500, 600, 310, 410, 350, 450, 510, 550, 610. HP DeskJet GT 5810 All-in-One Printer; HP DeskJet GT 5820 All-in-One Printer; HP Ink Tank 115; HP Ink Tank 116; HP Ink Tank 118. Impressora HP Smart Tank 519 - 3YW73A Impressora HP Smart Tank 615 - Y0F71A Multifuncional HP Smart Tank 502 - 5LG79A Multifuncional sem fio HP Smart Tank 514 - 3YW74A Multifuncional sem fio HP Smart Tank 515 - 1TJ09A Multifuncional sem fio HP Smart Tank 517 - 1TJ10A Multifuncional sem fio HP Smart Tank 532 - 5HX16A Multifuncional sem fio HP Smart Tank 617 - Y0F72A Multifuncional sem fio HP Smart Tank 618 - Y0F73A • Cores Vibrantes: As cores preto, ciano, magenta e amarelo proporcionam uma ampla gama de tonalidades, permitindo a reprodução fiel de suas imagens e gráficos. • Alta Densidade: A alta densidade da tinta garante impressões mais escuras e vibrantes, com excelente cobertura e secagem rápida. • Rendimento: Oferece um alto rendimento, permitindo que você imprima uma grande quantidade de documentos e fotos antes de precisar reabastecer os tanques. • Qualidade: Produzida com materiais de alta qualidade, a tinta GT53/GT52 garante impressões nítidas e precisas, sem manchas ou borrões. • Facilidade de Uso: Os frascos de tinta são práticos e fáceis de manusear, permitindo que você reabasteça os tanques de forma rápida e eficiente. Benefícios: • Economia: Reduza seus custos com impressões, graças ao alto rendimento e à possibilidade de reabastecer os tanques de tinta. • Qualidade Profissional: Obtenha resultados de qualidade profissional, com cores vibrantes e alta definição. • Versatilidade: Ideal para uma variedade de documentos, desde textos simples até fotos e gráficos complexos. • Durabilidade: As impressões são resistentes à água e à descoloração, garantindo a durabilidade de seus trabalhos. Aplicações: • Impressão de documentos: Relatórios, apresentações, trabalhos escolares e universitários. • Impressão de fotos: Crie fotos de alta qualidade para álbuns, molduras e lembranças. • Impressão de gráficos: Desenvolva gráficos e ilustrações com cores vibrantes e precisas. Com a tinta GT53/GT52, você terá a liberdade de imprimir tudo o que quiser, com a qualidade que você merece! Observação: As especificações técnicas podem variar de acordo com o modelo da impressora e as condições de uso.";;GT53/GT52;['Preto', 'Ciano', 'Magenta', 'Amarelo'];Tinta;;alto rendimento;['Series Ink tank', 'ink tank wireless', 'Smart tank', 'Deskjet GT5800', '5810', '5820', '100', '300', '400', '500', '600', '310', '410', '350', '450', '510', '550', '610', 'HP DeskJet GT 5810 All-in-One Printer', 'HP DeskJet GT 5820 All-in-One Printer', 'HP Ink Tank 115', 'HP Ink Tank 116', 'HP Ink Tank 118', 'Impressora HP Smart Tank 519 - 3YW73A', 'Impressora HP Smart Tank 615 - Y0F71A', 'Multifuncional HP Smart Tank 502 - 5LG79A', 'Multifuncional sem fio HP Smart Tank 514 - 3YW74A', 'Multifuncional sem fio HP Smart Tank 515 - 1TJ09A', 'Multifuncional sem fio HP Smart Tank 517 - 1TJ10A', 'Multifuncional sem fio HP Smart Tank 532 - 5HX16A', 'Multifuncional sem fio HP Smart Tank 617 - Y0F72A', 'Multifuncional sem fio HP Smart Tank 618 - Y0F73A'];;;4;Boa descrição, informativa e clara. Falta informar a marca e o rendimento (número de páginas).;3;123,84461538461538;-0,5495161430576777;avaliar_manual_orig_desconhecida_vendedor_confiavel_preco_baixo
magalu;https://www.magazineluiza.com.br/cartucho-de-toner-ce390a-90a-compativel-hp-m601dn-digital-qualy/p/kg23fkkfdg/in/ctdt/;Cartucho de Toner CE390A 90A Compatível HP M601DN - Digital Qualy;111,14;Magazine Luiza;;;"Toner Compatível CE390A Compatível com os modelos laserjet: M600, M601, M602, M603, M4555, M601DN, M602DN, M603DN, M601N, M602N, M602X M602X, M603N, M603XH, M4555DN, M4555SFA. Rendimento aproximado (considerando cobertura de 5%) preto:10.000 Páginas O ""rendimento de impressão a 5%"" é um termo comumente usado pelos fabricantes de impressoras para indicar o número de páginas que um cartucho de tinta ou toner pode imprimir. Especificamente, ""5% de cobertura"" refere-se à área da folha de papel que será efetivamente coberta pela tinta ou toner. Por exemplo, se a descrição de um cartucho de tinta diz que ele pode imprimir até 2.000 páginas com 5% de cobertura, isso significa que se apenas 5% de uma folha de papel A4 for coberta por tinta, o cartucho poderá imprimir 2.000 dessas páginas2. No entanto, se a área de impressão for maior, digamos, 10% da página, o cartucho só poderá imprimir metade do número anunciado, ou seja, 1.000 páginas. É importante notar que a porcentagem de cobertura pode variar dependendo do tipo de documento que você está imprimindo. Por exemplo, um documento de texto simples sem imagens ou gráficos pode ter uma cobertura de menos de 5%, enquanto um documento com muitas imagens e texto em negrito pode exceder facilmente essa porcentagem. Portanto, o ""rendimento de impressão a 5%"" é uma medida padrão usada para estimar quantas páginas um cartucho de tinta ou toner pode imprimir sob condições específicas. Diversos motivos podem causar variação no rendimento, tais como fonte utilizada, desenhos gráficos, gramatura da folha, etc. As Marcas, Modelos e Referencias citadas no anúncio, pertencem aos seus respectivos fabricantes, Ditas como referências para o uso correto do produto. Imagens meramente Ilustrativas, podendo variar caixa e outros aspectos do mesmo. Caixa do Produto pode variar conforme seu lote. Garantia de 02 meses contra defeitos de fabricação.";;CE390A;Preto;Toner;Compatível;10.000 Páginas;['M600', 'M601', 'M602', 'M603', 'M4555', 'M601DN', 'M602DN', 'M603DN', 'M601N', 'M602N', 'M602X', 'M603N', 'M603XH', 'M4555DN', 'M4555SFA'];;Novo;3;Informação clara, porém prolixa e com repetições.  Falta a marca do toner.;3;89,68947368421053;0,239164368288246;compativel
magalu;https://www.magazineluiza.com.br/toner-cb435a-35a-compativel-para-impressora-hp-p-1505-bulk-ink-do-brasil/p/hhkhd7490d/in/tonr/;Toner CB435A 35a compatível para impressora HP P-1505 - Bulk Ink do Brasil;25,83;Magazine Luiza;5,0;12,0;Toner Compatível Com Impressoras HP Preto Compatível com os modelos: P-1102 P-1005 P-1505 P-1006 M-1132 M-1120 M-1522 P1505N M1522N M1522NF M-1210 M-1212 M-1130 M-1217 P1102W M1217FW Rendimento aproximado de até: 2.000 Páginas (considerando cobertura de 5%) Diversos motivos podem causar variação no rendimento, tais como fonte utilizada, desenhos gráficos, gramatura da folha, etc As Marcas, Modelos e Referencias citadas no anúncio, pertencem aos seus respectivos fabricantes, Ditas como referências para o uso correto do produto. Imagens meramente Ilustrativas, sendo que o mesmo pode variar de caixa e características. Guardar longe de umidade Garantia de 02 meses contra defeitos de fabricação, Produto novo !;HP;;Preto;Toner;Compatível;2.000 Páginas;['P-1102', 'P-1005', 'P-1505', 'P-1006', 'M-1132', 'M-1120', 'M-1522', 'P1505N', 'M1522N', 'M1522NF', 'M-1210', 'M-1212', 'M-1130', 'M-1217', 'P1102W', 'M1217FW'];;Novo;3;Informação razoável, mas com erros de formatação, maiúsculas/minúsculas e repetições.;3;89,68947368421053;-0,7120063376562409;compativel
magalu;https://www.magazineluiza.com.br/cartucho-de-tinta-compativel-122xl-122-ch563hb-preto-12ml-cartucho-cia/p/djdaeg5b5a/in/ctdt/;Cartucho de Tinta Compatível 122XL 122 CH563HB Preto 12ML - Cartucho & Cia;110,36;Magazine Luiza;;;Detalhes Cartucho de Tinta Compatível HP 122 122XL CH563HB Black, para uso nos seguintes equipamentos: Deskjet 1000 J110a, Deskjet 1000 J110c, Deskjet 1010, Deskjet 1050 J110d, Deskjet 1051, Deskjet 1056 J410a, Deskjet 1512, Deskjet 2050 J510d, Deskjet 2514, Deskjet 2547, Deskjet 3000 J310a, Deskjet 3050 J610b, Deskjet 3050 J610e, Deskjet 3054 J610a, Deskjet 3059A J611n, Envy 4502, Envy 5530, Deskjet 1000 J110d, Deskjet 1012, Deskjet 1050 J410c, Deskjet 1055 J410e, Deskjet 1510, Deskjet 2000 J210a, Deskjet 2000 J210b, Deskjet 2050 J510a, Deskjet 2050 J510c, Deskjet 2548, Deskjet 3050 J610a, Deskjet 3050 J610c, Deskjet 3050 J610f, Deskjet 3055A J611n, Deskjet 3510, Envy 4504, Officejet 4630, Officejet 4639, Deskjet 1000 J110e, Deskjet 1014, Deskjet 1050 J410a, Deskjet 2000 J210c, Deskjet 2512, Deskjet 2540, Deskjet 2549, Deskjet 3050 J610d, Deskjet 3050A J611a, Deskjet 3050A J611b, Deskjet 3057A J611n, Envy 4500, Envy 4505. Produto com qualidade semelhante ao original Volume de tinta: 12ml. Compatibilidade Cartucho de Tinta HP 122XL cor Black utilizado nos seguintes equipamentos: HP Envy 4502 All-in-One Printer HP Envy 5530 All-in-One Printer HP Envy 4504 All-in-One Printer HP Envy 4500 All-in-One Printer HP Envy 4505 All-in-One Printer HP Officejet 4630 All-in-One Printer HP Officejet 4639 All-in-One Printer HP Deskjet 1051 All-in-One Printer HP Deskjet 1010 Printer HP Deskjet 1512 All-in-One Printer HP Deskjet 2514 All-in-One Printer HP Deskjet 2547 All-in-One Printer HP Deskjet 1012 Printer HP Deskjet 1510 All-in-One Printer HP Deskjet 2548 All-in-One Printer HP Deskjet 3510 All-in-One Printer HP Deskjet 1014 Printer HP Deskjet 2512 All-in-One Printer HP Deskjet 2540 All-in-One Printer HP Deskjet 2549 All-in-One Printer HP Deskjet 1000 J110a Printer HP Deskjet 1056 J410a All-in-One Printer HP Deskjet 3054 J610a All-in-One Printer HP Deskjet 3000 J310a Printer HP Deskjet 2000 J210a Printer HP Deskjet 3050 J610a All-in-One Printer HP Deskjet 2050 J510a All-in-One Printer HP Deskjet 1050 J410a Printer HP Deskjet 3050 J610b All-in-One Printer HP Deskjet 2000 J210b Printer HP Deskjet 1000 J110c Printer HP Deskjet 1050 J410c All-in-One Printer HP Deskjet 2050 J510c All-in-One Printer HP Deskjet 2000 J210c Printer HP Deskjet 3050 J610c All-in-One Printer HP Deskjet 1050 J110d All-in-One Printer HP Deskjet 2050 J510d All-in-One Printer HP Deskjet 1000 J110d Printer HP Deskjet 3050 J610d All-in-One Printer HP Deskjet 3050 J610e All-in-One Printer HP Deskjet 1055 J410e All-in-One Printer HP Deskjet 1000 J110e Printer HP Deskjet 3050 J610f All-in-One Printer HP Deskjet 3050A J611a All-in-One Printer HP Deskjet 3050A J611b All-in-One Printer HP Deskjet 3059A J611n All-in-One Printer HP Deskjet 3055A J611n All-in-One Printer HP Deskjet 3057A J611n All-in-One Printer *Marcas e Modelos citados apenas como referência técnica para utilização correta dos nossos produtos. Conforme artigo 31 da Lei: 8078 de 11.09.1990 Especificação Produto Compatível Cartucho de Tinta HP 122XL Cor: Preto, Black Conteúdo líquido: 12ml;HP;122XL;Preto;Tinta;Compatível;;['Deskjet 1000 J110a', 'Deskjet 1000 J110c', 'Deskjet 1010', 'Deskjet 1050 J110d', 'Deskjet 1051', 'Deskjet 1056 J410a', 'Deskjet 1512', 'Deskjet 2050 J510d', 'Deskjet 2514', 'Deskjet 2547', 'Deskjet 3000 J310a', 'Deskjet 3050 J610b', 'Deskjet 3050 J610e', 'Deskjet 3054 J610a', 'Deskjet 3059A J611n', 'Envy 4502', 'Envy 5530', 'Deskjet 1000 J110d', 'Deskjet 1012', 'Deskjet 1050 J410c', 'Deskjet 1055 J410e', 'Deskjet 1510', 'Deskjet 2000 J210a', 'Deskjet 2000 J210b', 'Deskjet 2050 J510a', 'Deskjet 2050 J510c', 'Deskjet 2548', 'Deskjet 3050 J610a', 'Deskjet 3050 J610c', 'Deskjet 3050 J610f', 'Deskjet 3055A J611n', 'Deskjet 3510', 'Envy 4504', 'Officejet 4630', 'Officejet 4639', 'Deskjet 1000 J110e', 'Deskjet 1014', 'Deskjet 1050 J410a', 'Deskjet 2000 J210c', 'Deskjet 2512', 'Deskjet 2540', 'Deskjet 2549', 'Deskjet 3050 J610d', 'Deskjet 3050A J611a', 'Deskjet 3050A J611b', 'Deskjet 3057A J611n', 'Envy 4500', 'Envy 4505'];12ml;;3;Informação completa, mas repetitiva e pouco organizada. Clareza prejudicada.;3;123,84461538461538;-0,10888334016571632;compativel
magalu;https://www.magazineluiza.com.br/pack-10-tintas-gt52-gt51-53-compativel-para-impressora-hp-serie-smart-tank-bulk-ink-do-brasil/p/dh0kc2j957/in/gfdt/;pack 10 tintas GT52 GT51/53 Compatível para impressora HP Serie Smart Tank - BULK INK DO BRASIL;111,09;Magazine Luiza;;;"A Tinta ideal para suas impressões de alta qualidade! Desenvolvida para oferecer o máximo em desempenho e durabilidade, a tinta GT53/GT52 é a escolha perfeita para quem busca impressões nítidas e vibrantes. Seja para trabalhos, estudos ou projetos pessoais, essa tinta garante resultados profissionais. Especificações Técnicas: • Compatibilidade: Projetada para ser utilizada em impressoras com sistema de tanques de tinta, garantindo um encaixe perfeito e funcionamento otimizado. • Modelos: Series Ink tank, ink tank wireless, Smart tank, Deskjet GT5800, 5810, 5820, 100, 300, 400, 500, 600, 310, 410, 350, 450, 510, 550, 610. HP DeskJet GT 5810 All-in-One Printer; HP DeskJet GT 5820 All-in-One Printer; HP Ink Tank 115; HP Ink Tank 116; HP Ink Tank 118. Impressora HP Smart Tank 519 - 3YW73A Impressora HP Smart Tank 615 - Y0F71A Multifuncional HP Smart Tank 502 - 5LG79A Multifuncional sem fio HP Smart Tank 514 - 3YW74A Multifuncional sem fio HP Smart Tank 515 - 1TJ09A Multifuncional sem fio HP Smart Tank 517 - 1TJ10A Multifuncional sem fio HP Smart Tank 532 - 5HX16A Multifuncional sem fio HP Smart Tank 617 - Y0F72A Multifuncional sem fio HP Smart Tank 618 - Y0F73A • Cores Vibrantes: As cores preto, ciano, magenta e amarelo proporcionam uma ampla gama de tonalidades, permitindo a reprodução fiel de suas imagens e gráficos. • Alta Densidade: A alta densidade da tinta garante impressões mais escuras e vibrantes, com excelente cobertura e secagem rápida. • Rendimento: Oferece um alto rendimento, permitindo que você imprima uma grande quantidade de documentos e fotos antes de precisar reabastecer os tanques. • Qualidade: Produzida com materiais de alta qualidade, a tinta GT53/GT52 garante impressões nítidas e precisas, sem manchas ou borrões. • Facilidade de Uso: Os frascos de tinta são práticos e fáceis de manusear, permitindo que você reabasteça os tanques de forma rápida e eficiente. Benefícios: • Economia: Reduza seus custos com impressões, graças ao alto rendimento e à possibilidade de reabastecer os tanques de tinta. • Qualidade Profissional: Obtenha resultados de qualidade profissional, com cores vibrantes e alta definição. • Versatilidade: Ideal para uma variedade de documentos, desde textos simples até fotos e gráficos complexos. • Durabilidade: As impressões são resistentes à água e à descoloração, garantindo a durabilidade de seus trabalhos. Aplicações: • Impressão de documentos: Relatórios, apresentações, trabalhos escolares e universitários. • Impressão de fotos: Crie fotos de alta qualidade para álbuns, molduras e lembranças. • Impressão de gráficos: Desenvolva gráficos e ilustrações com cores vibrantes e precisas. Com a tinta GT53/GT52, você terá a liberdade de imprimir tudo o que quiser, com a qualidade que você merece! Observação: As especificações técnicas podem variar de acordo com o modelo da impressora e as condições de uso.";;GT53/GT52;['Preto', 'Ciano', 'Magenta', 'Amarelo'];Tinta;;;['Series Ink tank', 'ink tank wireless', 'Smart tank', 'Deskjet GT5800', '5810', '5820', '100', '300', '400', '500', '600', '310', '410', '350', '450', '510', '550', '610', 'HP DeskJet GT 5810 All-in-One Printer', 'HP DeskJet GT 5820 All-in-One Printer', 'HP Ink Tank 115', 'HP Ink Tank 116', 'HP Ink Tank 118', 'Impressora HP Smart Tank 519 - 3YW73A', 'Impressora HP Smart Tank 615 - Y0F71A', 'Multifuncional HP Smart Tank 502 - 5LG79A', 'Multifuncional sem fio HP Smart Tank 514 - 3YW74A', 'Multifuncional sem fio HP Smart Tank 515 - 1TJ09A', 'Multifuncional sem fio HP Smart Tank 517 - 1TJ10A', 'Multifuncional sem fio HP Smart Tank 532 - 5HX16A', 'Multifuncional sem fio HP Smart Tank 617 - Y0F72A', 'Multifuncional sem fio HP Smart Tank 618 - Y0F73A'];;;4;Boa descrição, informativa e completa.  Peca pela extensa lista de modelos compatíveis.;3;123,84461538461538;-0,10298885700443478;original_provavel_orig_desconhecida_vendedor_confiavel
magalu;https://www.magazineluiza.com.br/toner-compativel-1030a-1510a-4003dw-4103dw-4104dw-3k-com-chip-digital-qualy/p/hj865k15h5/in/ctdt/;Toner Compatível 1030a 1510a 4003dw 4103dw 4104dw 3k Com Chip - Digital Qualy;125,72;Magazine Luiza;5,0;12,0;Toner Compatível 1030A W1030A 151/152 Modelo Com Chip Compatível com os modelos laserjet HP: 4003n, 4003w, 4003dn, 4003dw, 4004n, 4004w, 4004dn, 4004dw, MFP 4103, MFP 4103n, MFP 4103w, MFP 4103dn, MFP 4103dw, MFP 4104, MFP 4104n, MFP 4104w, MFP 4104dn, MFP 4104dw Rendimento aproximado (considerando cobertura de 5%) preto: 3.000 Páginas Diversos motivos podem causar variação no rendimento, tais como fonte utilizada, desenhos gráficos, gramatura da folha, etc. As Marcas, Modelos e Referencias citadas no anúncio, pertencem aos seus respectivos fabricantes, Ditas como referências para o uso correto do produto. Imagens meramente Ilustrativas, podendo variar caixa e outros aspectos do mesmo. Caixa do Produto pode variar conforme seu lote. Garantia de 01 ano contra defeitos de fabricação.;HP;1030A / W1030A / 151/152;Preto;Toner;Compatível;3.000 Páginas;['4003n', '4003w', '4003dn', '4003dw', '4004n', '4004w', '4004dn', '4004dw', 'MFP 4103', 'MFP 4103n', 'MFP 4103w', 'MFP 4103dn', 'MFP 4103dw', 'MFP 4104', 'MFP 4104n', 'MFP 4104w', 'MFP 4104dn', 'MFP 4104dw'];;Novo;4;Boa descrição. Contém informações essenciais, mas falta a cor da tinta (preto/colorido).;3;89,68947368421053;0,40172525086555955;compativel
magalu;https://www.magazineluiza.com.br/cartucho-de-toner-compativel-com-m3035-mfp-p3005-q7551x-51x-laserjet-generico/p/ak5eagedee/in/tonr/;Cartucho de Toner Compatível com M3035 MFP P3005 Q7551X 51X LaserJet - Genérico;139,9;Magazine Luiza;;;Recursos Este Toner HP P3005 consegue imprimir até 12.000 páginas com média de 5% de cobertura de cada página. É um Toner de alto rendimento, que proporciona impressão de alta qualidade aliada à baixo custo. Com Certificação ISO 9001, este Cartucho de Toner HP consegue atender aos clientes mais exigentes, perfeito para empresas, escolas, consultórios médicos e muito mais! Especificações Técnicas Cor: Preto Modelo: Q7551X Série: 51X Tecnologia: Laser Tipo: Compatível Novo: Sim Impressoras e Multifuncionais Compatíveis: Multifuncional HP M3027 LaserJet, Multifuncional HP M3027x LaserJet, Multifuncional HP M3035 LaserJet, Multifuncional HP M3035xs LaserJet, Impressora HP P3005 LaserJet, Impressora HP P3005d LaserJet, Impressora HP P3005dn LaserJet, Impressora HP P3005n LaserJet, Impressora HP P3005x LaserJet Rendimento de impressão: Até 12.000 páginas com média de 5% de cobertura de cada página Pronto para uso: Sim Garantia: 1 ano Chip instalado: Sim Conteúdo da embalagem 01 Toner HP P3005 | 51X | M3035 | Q7551X LaserJet Compatível Observações 1 - Este Cartucho de Toner HP 51X é indicado apenas para as impressoras e copiadoras indicadas nas especificações técnicas. 2 - O rendimento de impressão pode variar conforme tipo de utilização de cada usuário. 3 - Imagem ilustrativa.;HP;Q7551X;Preto;Toner;Compatível;Até 12.000 páginas com média de 5% de cobertura de cada página;['Multifuncional HP M3027 LaserJet', 'Multifuncional HP M3027x LaserJet', 'Multifuncional HP M3035 LaserJet', 'Multifuncional HP M3035xs LaserJet', 'Impressora HP P3005 LaserJet', 'Impressora HP P3005d LaserJet', 'Impressora HP P3005dn LaserJet', 'Impressora HP P3005n LaserJet', 'Impressora HP P3005x LaserJet'];;Novo;4;Descrição clara, completa e profissional, com boa organização das informações.;3;89,68947368421053;0,5598263012733995;compativel
magalu;https://www.magazineluiza.com.br/toner-w1030xc-151-152-compativel-para-impressora-hp-4003w-digital-qualy/p/ej0581fh79/in/tonr/;Toner W1030XC 151/152 Compatível para impressora HP 4003W - Digital Qualy;162,0;Magazine Luiza;;;"Toner Compatível 1030X W1030XC 151/152 W1030XC 151/152C 151/152 Modelo Com Chip, Confirme na impressora a mensagem de erro e ela irá seguir com a impressão. Compatível com os modelos laserjet HP: 4003W, 4003N, 4003DW, 4004W, 4004DW, MFP 4103FDW, MFP 4104FDW, Rendimento aproximado (considerando cobertura de 5%) preto: 9.700 Páginas O ""rendimento de impressão a 5%"" é um termo comumente usado pelos fabricantes de impressoras para indicar o número de páginas que um cartucho de tinta ou toner pode imprimir. Especificamente, ""5% de cobertura"" refere-se à área da folha de papel que será efetivamente coberta pela tinta ou toner. Por exemplo, se a descrição de um cartucho de tinta diz que ele pode imprimir até 2.000 páginas com 5% de cobertura, isso significa que se apenas 5% de uma folha de papel A4 for coberta por tinta, o cartucho poderá imprimir 2.000 dessas páginas2. No entanto, se a área de impressão for maior, digamos, 10% da página, o cartucho só poderá imprimir metade do número anunciado, ou seja, 1.000 páginas. É importante notar que a porcentagem de cobertura pode variar dependendo do tipo de documento que você está imprimindo. Por exemplo, um documento de texto simples sem imagens ou gráficos pode ter uma cobertura de menos de 5%, enquanto um documento com muitas imagens e texto em negrito pode exceder facilmente essa porcentagem. Portanto, o ""rendimento de impressão a 5%"" é uma medida padrão usada para estimar quantas páginas um cartucho de tinta ou toner pode imprimir sob condições específicas. Diversos motivos podem causar variação no rendimento, tais como fonte utilizada, desenhos gráficos, gramatura da folha, etc. As Marcas, Modelos e Referencias citadas no anúncio, pertencem aos seus respectivos fabricantes, Ditas como referências para o uso correto do produto. Imagens meramente Ilustrativas, podendo variar caixa e outros aspectos do mesmo. Caixa do Produto pode variar conforme seu lote. Garantia de 02 meses contra defeitos de fabricação.";;1030X W1030XC 151/152;Preto;Toner;Compatível;9.700 Páginas;['4003W', '4003N', '4003DW', '4004W', '4004DW', 'MFP 4103FDW', 'MFP 4104FDW'];;Novo;3;Informação razoável, mas a descrição é confusa e pouco profissional na organização.;3;89,68947368421053;0,8062320286368171;compativel
magalu;https://www.magazineluiza.com.br/lencol-avulso-com-elastico-para-berco-baby-joy-classicos/p/abf3d8820j/cm/lnci/;Lençol Avulso com Elástico para Berço Baby Joy Clássicos;39,9;Magazine Luiza;4,6;184,0;Pensada para os pais que valorizam sofisticação e leveza, a coleção Baby Joy Clássicos apresenta estampas atemporais e minimalistas. Nesta coleção trouxemos uma forte tendência da movelaria infantil, a textura natural da palha indiana, que mistura o natural com o rústico, além de ser uma padronagem geométrica neutra e delicada. O lençol com elástico é um item essencial para o berço do bebê. Feito com tecido macio e delicado, proporciona conforto e aconchego para o sono do pequeno. É um item prático e funcional que não pode faltar no enxoval do bebê. Características: - Contém 01 Unidade - 01 Lençol com Elástico: 70 cm x 1,30 m x 15 cm - Tecido: 100% Algodão - Elástico nas Laterais - Ideal para Colchões de até 15 cm - Marca: Baby Joy Especificações: - Puro Algodão - Alta Maciez - Fácil Higienização - Toque Macio - Hipoalérgico - Ideal para Pele Sensível do Bebê Incomfral experiência de mais de 43 anos no ramo de enxoval para bebê!;;;;CATEGORIA_AUSENTE_OU_INVALIDA;;;[];;;1;Descrição completamente errada. Anuncia lençol infantil, não cartucho de impressora.;3;77,22333333333333;-0,4833167868088229;avaliar_manual_orig_desconhecida_vendedor_confiavel_preco_baixo
magalu;https://www.magazineluiza.com.br/toner-ce390a-90a-10k-compativel-hp-digital-qualy/p/aa608c3887/in/ctdt/;Toner CE390A 90A 10K Compatível HP - Digital Qualy;109,48;Magazine Luiza;4,9;16,0;"Toner Compatível CE390A Compatível com os modelos laserjet: M600, M601, M602, M603, M4555, M601DN, M602DN, M603DN, M601N, M602N, M602X M602X, M603N, M603XH, M4555DN, M4555SFA. Rendimento aproximado (considerando cobertura de 5%) preto:10.000 Páginas O ""rendimento de impressão a 5%"" é um termo comumente usado pelos fabricantes de impressoras para indicar o número de páginas que um cartucho de tinta ou toner pode imprimir. Especificamente, ""5% de cobertura"" refere-se à área da folha de papel que será efetivamente coberta pela tinta ou toner. Por exemplo, se a descrição de um cartucho de tinta diz que ele pode imprimir até 2.000 páginas com 5% de cobertura, isso significa que se apenas 5% de uma folha de papel A4 for coberta por tinta, o cartucho poderá imprimir 2.000 dessas páginas2. No entanto, se a área de impressão for maior, digamos, 10% da página, o cartucho só poderá imprimir metade do número anunciado, ou seja, 1.000 páginas. É importante notar que a porcentagem de cobertura pode variar dependendo do tipo de documento que você está imprimindo. Por exemplo, um documento de texto simples sem imagens ou gráficos pode ter uma cobertura de menos de 5%, enquanto um documento com muitas imagens e texto em negrito pode exceder facilmente essa porcentagem. Portanto, o ""rendimento de impressão a 5%"" é uma medida padrão usada para estimar quantas páginas um cartucho de tinta ou toner pode imprimir sob condições específicas. Diversos motivos podem causar variação no rendimento, tais como fonte utilizada, desenhos gráficos, gramatura da folha, etc. As Marcas, Modelos e Referencias citadas no anúncio, pertencem aos seus respectivos fabricantes, Ditas como referências para o uso correto do produto. Imagens meramente Ilustrativas, podendo variar caixa e outros aspectos do mesmo. Caixa do Produto pode variar conforme seu lote. Garantia de 02 meses contra defeitos de fabricação.";;CE390A;Preto;Toner;Compatível;10.000 Páginas;['M600', 'M601', 'M602', 'M603', 'M4555', 'M601DN', 'M602DN', 'M603DN', 'M601N', 'M602N', 'M602X', 'M603N', 'M603XH', 'M4555DN', 'M4555SFA'];;Novo;3;Informação completa, mas texto redundante e pouco profissional na formatação.;3;89,68947368421053;0,22065606478493052;compativel
mercado_livre;https://www.mercadolivre.com.br/cartucho-hp-667-preto-2376-2776-6476/p/MLB22022306;Cartucho HP 667 Preto 2376 2776 6476;66,9;OBERO INFORMATICA;4,7;1904,0;Descrição cartucho HP 667 (3YM79AB) Preto 2ml Especificações de impressão -Conteúdo: 2ml -Tecnologia de impressão: Jato de tinta Rendimento -1 Cartucho 667 preto rende até 120 páginas. Rendimento considerando 5% de cobertura na folha A4. Para um bom rendimento do cartucho o ideal é não ultrapassarmos os 5% área de cobertura. Quando utilizado o recurso de negritar títulos, trechos ou incluímos imagens essa porcentagem de cobertura facilmente sobe para 10%. Isto faz com que seu cartucho dure menos páginas. Impressoras Compatíveis Hp Deskjet Ink Advantage 1275, 2374, 2375, 2376, 2775, 2776 Hp Deskjet Ink Advantage Plus 6475, 6476 DESCRIÇÃO -Imprima todas as fotos e documentos de alta qualidade. -Desempenho em alta velocidade as tintas originais HP são elaboradas para ajudar você a imprimir rapidamente sem abrir mão da qualidade.;HP;667;Preto;Tinta;Original;até 120 páginas;['Deskjet Ink Advantage 1275', '2374', '2375', '2376', '2775', '2776', 'Deskjet Ink Advantage Plus 6475', '6476'];2ml;Novo;3;Informações essenciais presentes, mas com formatação confusa e alguns erros de digitação/gramática.;3;123,84461538461538;-0,45980695412365363;avaliar_manual_original_preco_baixo_vendedor_confiavel
